类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片
1;198;农家书屋;头蓬社区综合活动中心;杭州市钱塘区义蓬街道头蓬社区;杭州市;钱塘区;120.508423;30.306761;08:00-11:30;/whyx/20220920/88/11305.jpg
1;198;农家书屋;蒋村街道西溪里社区图书室;杭州市西湖区西溪华府4幢外商铺105室;杭州市;西湖区;120.06734;30.293591;周一至周五9:00-11:30 13:30-20:00 周六至周日9:00-17:00;/whyx/20220920/88/11224.jpg
1;198;农家书屋;北干街道星都社区图书室;杭州市萧山区国悦府8-5;杭州市;萧山区;120.263928;30.174468;周一至周日12:00-21:00;/whyx/20220920/88/11143.jpg
1;198;农家书屋;云涛联合社区图书室;杭州市钱塘区云涛社区党群服务中心;杭州市;钱塘区;120.395415;30.330103;08:30-12:00;/whyx/20220920/88/11048.jpg
1;198;农家书屋;石桥街道武林书房;浙江省杭州市拱墅区永清路119号3楼6615室;杭州市;拱墅区;120.183744;30.339248;周一至周日09:00-20:00;/whyx/20220920/88/11011.jpg
1;198;农家书屋;三墩镇紫萱社区图书室;杭州市西湖区紫萱路310号（紫郡东苑2号商铺紫郡东苑南区西门边）;杭州市;西湖区;120.071772;30.326058;周一至周五08:30-19:30周末09:30-16:30;/whyx/20220920/88/10982.jpg
15;211;文化礼堂;更楼街道岩源村文化礼堂;杭州建德市更楼街道岩源村;杭州市;建德市;119.236074;29.427311;周一至周日 09:00-17:00;/whyx/20220920/87/15975.png
15;211;文化礼堂;江南镇窄溪村文化礼堂;杭州市桐庐县江南镇窄溪村;杭州市;桐庐县;119.764525;29.866182;周一至周日08:30 - 17:00;/whyx/20220920/87/15782.png
15;211;文化礼堂;乔司街道葛家车村文化礼堂;杭州市临平区乔司街道葛家车村8组;杭州市;临平区;120.266179;30.343441;夏令时08:00-17:00 冬令时09:00-17:00;/whyx/20220920/87/15290.png
15;211;文化礼堂;三都镇新和村文化礼堂;杭州市建德市三都镇新和村;杭州市;建德市;119.611345;29.533282;夏令时08:00-17:00 冬令时08:00-16:30;/whyx/20220920/87/15203.jpg
15;211;文化礼堂;寿昌镇红路村文化礼堂;杭州市建德市寿昌镇红路村;杭州市;建德市;119.201779;29.371691;周一至周日09:00-17:00;/whyx/20220920/87/15159.jpg
15;211;文化礼堂;王阜乡严家坪村文化礼堂;杭州市淳安县王阜乡严家坪村;杭州市;淳安县;119.297274;29.847242;09:00-21:00;/whyx/20220920/87/14961.jpg
15;211;文化礼堂;渔山乡渔山村文化礼堂;富阳区渔山乡渔山村五一自然村;杭州市;富阳区;120.09447;30.04907;08:00-20:00;/whyx/20220920/87/14662.jpg
2;199;文博场馆;浙江测绘与地理信息科技博物馆;杭州市余杭区地信路2号;杭州市;余杭区;120.026892;30.271741;周二至周日 09:00-16:30;/whyx/20220920/87/14541.png
1;198;农家书屋;星桥街道星桥社区图书室;杭州市临平区星桥街道星桥社区星桥南路213号;杭州市;临平区;120.261417;30.392178;周一至周日09:00-15:00;/whyx/20220920/87/13072.jpg
1;198;农家书屋;南星街道馒头山社区图书室;杭州市上城区梵天寺路54号;杭州市;上城区;120.167696;30.218131;08:00-20:00;/whyx/20220920/87/11832.jpg
1;198;农家书屋;半山街道杭钢南苑社区图书室;杭州市拱墅区杭钢南苑社区4幢一楼;杭州市;拱墅区;120.183211;30.348411;周二至周日:9:00-20:00;/whyx/20220920/87/11788.jpg
1;198;农家书屋;九堡街道和华社区图书室;杭州市上城区多立方8-109底商2楼;杭州市;上城区;120.264583;30.32077;08:30-11:30;/whyx/20220920/87/11751.jpg
1;198;农家书屋;闻堰街道老虎洞村农家书屋;杭州市萧山区闻堰街道老虎洞村文化礼堂;杭州市;萧山区;120.195963;30.087152;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/87/11595.jpg
1;198;农家书屋;四季青街道运新社区图书室;杭州市上城区运新花苑一区6幢;杭州市;上城区;120.224157;30.271625;周一至周六:8:30-11:30 13:30-16:00;/whyx/20220920/87/11377.jpg
1;198;农家书屋;衙前镇四翔村农家书屋;杭州市萧山区衙前镇四翔村衙前店241号;杭州市;萧山区;120.385292;30.160482;周一至周日08:00-17:00;/whyx/20220920/87/11340.jpg
1;198;农家书屋;石桥街道华锦社区图书室;杭州市拱墅区杭玻街733号;杭州市;拱墅区;120.196277;30.342427;周一至周日09:00-17:30;/whyx/20220920/87/11296.jpg
14;210;文体中心;武林街道公共服务中心;杭州市竹竿巷12号3楼、4楼;杭州市;拱墅区;120.167843;30.259114;nan;/whyx/20220920/86/8211.jpg
1;198;农家书屋;良渚街道纤石村农家书屋;杭州市余杭区良渚街道纤石村村委二楼、三楼;杭州市;余杭区;120.050057;30.417004;周一至周日09:00-16:30;/whyx/20220920/86/5300.jpg
15;211;文化礼堂;大慈岩镇狮山村文化礼堂;杭州市建德市大慈岩镇狮山村;杭州市;建德市;119.240337;29.262051;周一到周日09:00-17:00;/whyx/20220920/86/16289.png
15;211;文化礼堂;党湾镇新前村文化礼堂;杭州市萧山区党湾镇新前村村委会东杭州定江机械有限公司西北约77米;杭州市;萧山区;120.554598;30.249637;周一至周日 08:30-16:30;/whyx/20220920/86/16171.png
15;211;文化礼堂;横村镇后岭村文化礼堂;杭州市桐庐县横村镇后岭村;杭州市;桐庐县;119.605551;29.894131;周一至周日09:00-17:00;/whyx/20220920/86/15839.png
15;211;文化礼堂;东洲街道建华村文化礼堂;杭州市富阳区东洲街道建华村村委;杭州市;富阳区;120.03959;30.06815;08:00-20:00;/whyx/20220920/86/15802.png
15;211;文化礼堂;玲珑街道化龙村文化礼堂;浙江省杭州市临安区化龙村63号;杭州市;临安区;119.589313;30.210087;08:30-21:00;/whyx/20220920/86/15549.jpg
15;211;文化礼堂;春江街道民主村文化礼堂;杭州市富阳区春南路与竹简路交叉口西北340米;杭州市;富阳区;119.97222;30.02511;09:00-17:00;/whyx/20220920/86/15468.jpg
15;211;文化礼堂;瓶窑镇南山村文化礼堂;浙江省杭州市余杭区瓶窑镇南山村观音堂（南山村文化礼堂）;杭州市;余杭区;119.910639;30.39403;夏令时08:30-17:00 冬令时09:00-17:00;/whyx/20220920/86/15428.png
15;211;文化礼堂;太阳镇枫树岭村文化礼堂;浙江省杭州市临安区太阳镇枫树岭村宜钟王家一号;杭州市;临安区;119.326398;30.182192;09:00-17:00;/whyx/20220920/86/15057.jpg
15;211;文化礼堂;新街街道盛乐村文化礼堂;杭州市萧山区新街街道盛乐村村委会;杭州市;萧山区;120.309032;30.213418;周一至周日8:00-21:00;/whyx/20220920/86/14845.jpg
15;211;文化礼堂;瑶琳镇何宋文化礼堂;杭州市桐庐县瑶琳镇何宋村;杭州市;桐庐县;119.494319;29.912453;周一至周日8:30-17:00;/whyx/20220920/86/14764.jpg
1;198;农家书屋;深澳悦空间;桐庐县江南镇深澳村深澳老街;杭州市;桐庐县;119.84191;29.854839;00:00-23:00;/whyx/20220920/86/13000.jpg
1;198;农家书屋;钱唐农园书房;杭州市上城区彭埠街道七堡社区;杭州市;上城区;120.255677;30.292208;nan;/whyx/20220920/86/12968.jpg
1;198;农家书屋;临平街道庙东社区24小时图书馆;杭州市临平区临平街道碧天路25号;杭州市;临平区;120.30763;30.426953;周一至周日24小时;/whyx/20220920/86/12931.jpg
1;198;农家书屋;嘉禾城市书房;杭州市西湖区水头镇华数宽带社区;杭州市;西湖区;120.255495;30.321688;周一至周日09:00-21:00;/whyx/20220920/86/12876.jpg
1;198;农家书屋;悦读天地;杭州市上城区采荷街道杭海路229号10楼;杭州市;上城区;120.203561;30.252959;周一至周五;/whyx/20220920/86/12638.jpg
1;198;农家书屋;渌渚镇图书分馆;杭州市富阳区渌渚镇六渚村;杭州市;富阳区;119.728391;29.917781;周二至周日08:30-11:00 13:30-16:30;/whyx/20220920/86/12146.jpg
1;198;农家书屋;益农镇久联村农家书屋;杭州市萧山区益农镇久联村三益线;杭州市;萧山区;120.590186;30.170968;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/86/11615.jpg
1;198;农家书屋;浦阳镇江南村农家书屋;杭州市萧山区浦阳镇江南村村委会;杭州市;萧山区;120.274102;29.95727;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/86/11479.jpg
1;198;农家书屋;下涯镇图书分馆;杭州市建德市下涯镇之江大厦;杭州市;建德市;119.375519;29.532913;周二至周日（8:00-11:30、13:30-17:00）;/whyx/20220920/86/11204.jpg
1;198;农家书屋;下沙街道滟澜社区图书室;杭州市钱塘区滟澜社区;杭州市;钱塘区;120.329105;30.312068;周二至周日13:30-17:00 18:30-20:30;/whyx/20220920/86/11123.jpg
1;198;农家书屋;潜川镇图书分馆;杭州市临安区潜川镇文体中心（原乐平小学内2楼）;杭州市;临安区;119.403577;30.013098;周二至周日08:00-17:00;/whyx/20220920/86/11068.jpg
1;198;农家书屋;长庆街道图书分馆;杭州市拱墅区林司后20号;杭州市;拱墅区;120.175346;30.261481;周一至周日08:30-17:00;/whyx/20220920/86/11031.jpg
1;198;农家书屋;北干街道中誉新城社区图书室;杭州市萧山区中誉现代城26幢130号;杭州市;萧山区;120.287473;30.18423;周一至周五08:30-17:00;/whyx/20220920/86/10999.jpg
16;212;文化家园;石马社区文化家园;杭州市西湖区石马社区公建房2幢;杭州市;西湖区;120.024182;30.209593;nan;/whyx/20220920/85/8324.png
14;210;文体中心;鸬鸟镇综合文化站;杭州市浙江省余杭区鸬鸟镇雅城村245号;杭州市;余杭区;119.758363;30.452486;08:00-16:30;/whyx/20220920/85/8243.png
12;208;儿童之家;东山村儿童之家;杭州市萧山区进化镇东山村248号;杭州市;萧山区;120.349996;29.98428;周一至周日8:30-20:30;/whyx/20220920/85/7914.jpg
5;202;剧院;富阳影剧院;杭州市富阳区桂花路20号;杭州市;富阳区;119.962056;30.04901;nan;/whyx/20220920/85/7798.jpg
14;210;文体中心;戴村镇文化站;杭州市萧山区戴村镇陆家路20号;杭州市;萧山区;120.192281;30.022424;周一至周五;/whyx/20220920/85/7459.jpg
1;198;农家书屋;进化镇三浦村农家书屋;杭州市萧山区进化镇三浦村村委会;杭州市;萧山区;120.28227;29.984414;周一至周日08:00-16:30;/whyx/20220920/85/7011.jpg
14;210;文体中心;东湖街道综合文化站;杭州临平区东湖街道港园路11号世纪公园内;杭州市;临平区;120.304231;30.441232;周一至周日08:30-17:00;/whyx/20220920/85/5153.jpeg
1;198;农家书屋;杭州方圆塑机股份有限公司职工书屋;杭州市富阳区新登镇金城路105号;杭州市;富阳区;119.737285;29.9795;00:00-00:00;/whyx/20220920/85/4355.png
1;198;农家书屋;塘栖丁山湖24小时自助图书馆;杭州市临平区塘栖镇俞家墩村;杭州市;临平区;120.199117;30.444566;周一至周日24小时;/whyx/20220920/85/4056.jpg
15;211;文化礼堂;板桥镇环湖村文化礼堂;浙江省杭州市临安区板桥镇环湖村西村路口;杭州市;临安区;119.77044;30.198326;08:30-20:00;/whyx/20220920/85/16374.png
15;211;文化礼堂;分水镇富源村文化礼堂;杭州市桐庐县分水镇富源村;杭州市;桐庐县;119.440525;29.930001;周一至周日 08:30-17:00;/whyx/20220920/85/16116.png
15;211;文化礼堂;瓜沥镇横埂头村文化礼堂;杭州市萧山区瓜沥镇横埂头村;杭州市;萧山区;120.449801;30.199661;周一至周日08:00 - 16:30;/whyx/20220920/85/15955.png
15;211;文化礼堂;进化镇吉山村文化礼堂;杭州市萧山区进化镇吉山村村委会;杭州市;萧山区;120.341997;29.998979;周一至周日09:00-17:00;/whyx/20220920/85/15716.jpeg
15;211;文化礼堂;进化镇平阳村文化礼堂;杭州市萧山区进化镇平阳村村委;杭州市;萧山区;120.323175;30.019583;周一至周日 08:00 - 20:00;/whyx/20220920/85/15715.jpg
15;211;文化礼堂;李家镇石鼓村文化礼堂;杭州市建德市李家镇石鼓村;杭州市;建德市;118.963614;29.311448;09:00-17:00;/whyx/20220920/85/15634.jpg
15;211;文化礼堂;灵桥镇灵桥村文化礼堂;杭州市富阳区灵礼路与赵家墩路交叉口北180米;杭州市;富阳区;120.02904;30.02649;08:00-17:00;/whyx/20220920/85/15553.jpg
15;211;文化礼堂;仁和街道新桥村文化礼堂;杭州市余杭区仁和街道新桥村村委;杭州市;余杭区;120.14099;30.460928;夏令时08:00-16:30 冬令时08:30-16:30;/whyx/20220920/85/15223.jpg
15;211;文化礼堂;上官乡深里村文化礼堂;富阳区上官乡深里村;杭州市;富阳区;119.98585;29.88834;08:00-20:00;/whyx/20220920/85/15179.jpg
15;211;文化礼堂;蜀山街道黄家章村文化礼堂;杭州市萧山区蜀山街道黄家章村村委会一楼;杭州市;萧山区;120.235515;30.105868;周一至周日08:30-16:30;/whyx/20220920/85/15142.jpg
15;211;文化礼堂;所前镇李家村文化礼堂;杭州市萧山区所前镇李家村;杭州市;萧山区;120.299556;30.07995;周一至周日09:00-17:00;/whyx/20220920/85/15092.jpg
15;211;文化礼堂;益农镇群围村文化礼堂;杭州市萧山区益农镇群围金沙小区内;杭州市;萧山区;120.594311;30.177723;周一至周日9:00-17:00;/whyx/20220920/85/14723.jpg
15;211;文化礼堂;新登镇长兰村文化礼堂;富阳区新登镇长兰村1号;杭州市;富阳区;119.67019;30.02454;08:00-20:00;/whyx/20220920/85/14642.jpg
15;211;文化礼堂;钟山乡中一村文化礼堂;杭州市桐庐县钟山乡中一村;杭州市;桐庐县;119.543997;29.770028;春夏8:00-20:00秋冬8:00-20:00;/whyx/20220920/85/14598.jpg
1;198;农家书屋;靖江街道雷东村农家书屋;杭州市萧山区靖江街道雷东村村委;杭州市;萧山区;120.474018;30.254998;周一至周日08:30-16:30;/whyx/20220920/85/13665.jpg
1;198;农家书屋;浙江小王子食品有限公司职工文化阵地;杭州市临安区杨岱路858号;杭州市;临安区;119.700007;30.187494;周一至周日08:00-16:30;/whyx/20220920/85/13133.png
1;198;农家书屋;阅己时光;杭州市富阳区涨地上120号;杭州市;富阳区;119.705907;29.981625;全天开放;/whyx/20220920/85/13089.png
1;198;农家书屋;杭州临安钟表有限公司职工文化阵地;杭州市临安区昌化镇工业园区;杭州市;临安区;119.2297;30.156684;08:30-16:30;/whyx/20220920/85/12764.jpeg
1;198;农家书屋;杭州大伟装饰材料有限公司;杭州市临安区玲珑街道九州街1168号;杭州市;临安区;119.682338;30.200755;09:00-16:00;/whyx/20220920/85/12723.jpg
1;198;农家书屋;市一福院职工书屋;杭州市余杭区瓶窑镇长大线杭州第一社会福利院;杭州市;余杭区;119.997049;30.363848;周一至周五;/whyx/20220920/85/12633.png
1;198;农家书屋;杭州工商信托股份有限公司职工书屋;杭州市上城区丹桂街19号迪凯国际中心4楼;杭州市;上城区;120.216838;30.247352;周一至周日09:00-17:30;/whyx/20220920/85/12592.jpg
1;198;农家书屋;常安镇幸福村农家书屋;杭州市富阳区常安镇幸福村经济合作社;杭州市;富阳区;119.886401;29.887569;周一至周日09:00-17:00;/whyx/20220920/85/12349.jpg
1;198;农家书屋;转塘街道叶埠桥社区图书室;杭州市西湖区叶埠桥天云公99号;杭州市;西湖区;120.067643;30.181258;周一至周五9点至16点 周二和周四晚上19点至21点 周六周日13点至16点;/whyx/20220920/85/12231.jpg
1;198;农家书屋;临浦镇谭家埭社区图书室;杭州市萧山区临浦镇谭家埭社区老年活动室二楼;杭州市;萧山区;120.285132;30.058717;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/85/12181.jpg
1;198;农家书屋;小河街道小河社区（1）图书室;杭州市拱墅区和新南苑1幢阳光老人家;杭州市;拱墅区;120.134106;30.304678;08:30-17:00;/whyx/20220920/85/11812.jpg
1;198;农家书屋;河上镇众联村农家书屋;杭州市萧山区河上镇众联村村委会;杭州市;萧山区;120.180494;29.949793;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/85/11731.jpg
1;198;农家书屋;三墩镇塘河社区图书室;杭州市西湖区塘河社区居委会杨家塘28号;杭州市;西湖区;120.054353;30.313669;周一至周五09:30-11:30 14:00-16:30;/whyx/20220920/85/11407.jpg
1;198;农家书屋;西溪街道石灰桥社区图书室;杭州市西湖区莫干山路515号一楼;杭州市;西湖区;120.144945;30.288503;周一至周日08:30-11:30 2:00-5:30;/whyx/20220920/85/11357.jpg
1;198;农家书屋;杭州图书馆盲文分馆;杭州市富阳区高尔夫路585号;杭州市;富阳区;119.990515;30.069436;周一至周六开放 周日及其他节假日（含寒暑假）闭馆;/whyx/20220920/85/11276.jpg
1;198;农家书屋;大关街道香积社区图书室;杭州市拱墅区香积寺路265号;杭州市;拱墅区;120.157237;30.302559;周一至周五:9:00-17:30 周六、周日:10:00-16:00;/whyx/20220920/85/11195.jpg
9;205;体育设施;衙前镇文化体育中心;衙前镇农运路388号;杭州市;萧山区;120.400265;30.154012;周一至周日09:00-20:00;/whyx/20220920/84/7153.jpg
15;211;文化礼堂;戴村镇沈村村文化礼堂;杭州市萧山区戴村镇沈村村208号;杭州市;萧山区;120.150903;30.004443;周一至周日 08:30-20:00;/whyx/20220920/84/16188.png
15;211;文化礼堂;岛石镇阳光村文化礼堂;浙江省杭州市临安区岛石镇阳光村芦塘自然村;杭州市;临安区;118.904748;30.245496;08:00-18:00;/whyx/20220920/84/16151.png
15;211;文化礼堂;富春江镇俞赵村文化礼堂;杭州市桐庐县富春江镇俞赵村;杭州市;桐庐县;119.636624;29.7488;周一至周日 09:00-17:00;/whyx/20220920/84/16009.png
